node_id,node_type,name,source_id,countries,country_codes,jurisdiction,jurisdiction_description,status,valid_until,note,original_name,former_name,address,company_type,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,service_provider,ibcRUC
10036281,entity,FARREN PROPERTIES LIMITED,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,FARREN PROPERTIES LIMITED,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,302237,29-AUG-1997,05-JAN-2006,29-APR-2007,,Mossack Fonseca,002195
10036303,entity,FULHAM INTERNATIONAL LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,FULHAM INTERNATIONAL LTD.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,301724,27-FEB-1997,04-NOV-1998,27-OCT-1998,,Mossack Fonseca,001684
10036501,entity,ALASKA BUSINESS CORP.,Panama Papers,Luxembourg,LUX,PMA,Panama,Active,The Panama Papers data is current through 2015,,ALASKA BUSINESS CORP.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,25222,23-APR-2004,,,,Mossack Fonseca,18
10036530,entity,NIL LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,NIL LTD.(EX)EIGHT LTD.(EX)MARI LTD.,EXEIGHT LTD.EXMARI LTD.,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,301472,26-MAY-1997,29-MAY-2006,26-JAN-2007,,Mossack Fonseca,001946
10036783,entity,EGYTALIA LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,EGYTALIA LTD. EX-(PALOMAR LIMITED),PALOMAR LIMITED,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,303993,03-MAR-1999,09-NOV-2006,03-NOV-2006,,Mossack Fonseca,003953
10036938,entity,NORWOOD ASSOCIATES S.A.,Panama Papers,Luxembourg,LUX,PMA,Panama,Dissolved,The Panama Papers data is current through 2015,,NORWOOD ASSOCIATES S.A.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,25279,27-APR-2004,28-JUN-2007,15-JUL-2008,,Mossack Fonseca,27
10036953,entity,GERI DESIGN S.A.,Panama Papers,Switzerland,CHE,PMA,Panama,Dissolved,The Panama Papers data is current through 2015,,GERI DESIGN S.A.,,SOCINVEST FINANCE SA QUAI DE COLOGNY; 52  1223; GENEVA SWITZERLAND,,25387,12-MAY-2004,09-OCT-2014,15-JUL-2016,,Mossack Fonseca,39
10037093,entity,MANNY CONSULTANTS CORP.,Panama Papers,Switzerland,CHE,PMA,Panama,Dissolved,The Panama Papers data is current through 2015,,MANNY CONSULTANTS CORP.,,"GESTION DE PATRIMOINE DU RHONE S.A. CASE POSTALE 5328  1211 GENEVA  11,  SWITZERLAND *S.I.*",,28339,03-JAN-2005,16-APR-2014,15-JUL-2015,,Mossack Fonseca,30
10037408,entity,GLOBAL FINANCIAL SOLUTIONS LTD.,Panama Papers,Hong Kong,HKG,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,GLOBAL FINANCIAL SOLUTIONS LTD.,,ASIA BUSINESS SECRETARIAL 16/F; TAK SHING HOUSE; THEATRE LANE; 20 DES VOEUX ROAD CENTRAL; HONG KONG **S.I.**,,302818,16-FEB-1998,20-OCT-2001,16-OCT-2001,,Mossack Fonseca,002769
10037490,entity,INTERNATIONAL BUSINESS CONSULTANTS S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,INTERNATIONAL BUSINESS CONSULTANTS S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,308223,10-JUN-2003,05-JAN-2007,10-FEB-2008,,Mossack Fonseca,008889
10037688,entity,CHEMICAL INVESTMENT FUNDS & SECURITIES INC.,Panama Papers,United Kingdom,GBR,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,CHEMICAL INVESTMENT FUNDS & SECURITIES INC.,,HOLLINGWORTH CONSULTANTS LTD. PARKVIEW HOUSE BUCCLEUCH ROAD HAWICK; ROXBURGHSHIRE SCOTLAND; TD9 0EL,,301321,14-OCT-1996,15-JUN-2000,14-JUN-2000,,Mossack Fonseca,001301
10037690,entity,FESTCO LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,FESTCO LTD.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,301507,03-JAN-1997,10-SEP-2002,03-SEP-2002,,Mossack Fonseca,001476
10037890,entity,ROSEVILLE INVESTMENTS S.A.,Panama Papers,Colombia,COL,PMA,Panama,Changed agent,The Panama Papers data is current through 2015,,ROSEVILLE INVESTMENTS S.A.,,"JAIRO ALBERTO GONZÁLEZ MARÍN CALLE 10 # 30 A 55 APT 203 MEDELLIN, COLOMBIA",,29666,29-MAR-2005,31-JAN-2007,15-JUL-2008,,Mossack Fonseca,33
10037939,entity,TANGO INVEST S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,TANGO INVEST S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,305484,01-FEB-2000,07-OCT-2002,01-OCT-2002,,Mossack Fonseca,005751
10037976,entity,TUILABLU LIMITED,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,TUILABLU LIMITED,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,304744,08-SEP-1999,10-MAY-2003,08-MAY-2003,,Mossack Fonseca,004850
10038055,entity,SORRENTO CORP.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,SORRENTO CORP.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,308402,09-SEP-2003,21-JUN-2006,09-MAY-2007,,Mossack Fonseca,009073
10038145,entity,EVERINA LIMITED,Panama Papers,Switzerland,CHE,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,EVERINA LIMITED,,HIRSCH & CIE RUE DU GRAND-CHENE 6 1003 LAUSANNE SWITZERLAND,,303314,16-JUL-1998,13-DEC-2006,16-MAR-2008,,Mossack Fonseca,003268
10038164,entity,NORTHERN TRADING INC.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,NORTHERN TRADING INC.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,303240,18-JUN-1998,23-FEB-2000,18-FEB-2000,,Mossack Fonseca,003193
10038178,entity,RAKATAK ALLIANCE S.A.,Panama Papers,Luxembourg,LUX,PMA,Panama,Changed agent,The Panama Papers data is current through 2015,,RAKATAK ALLIANCE S.A.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,29915,06-APR-2005,27-JAN-2006,15-JUL-2007,,Mossack Fonseca,93
10038373,entity,DALI REAL ESTATE S.A.,Panama Papers,Luxembourg,LUX,PMA,Panama,Changed agent,The Panama Papers data is current through 2015,,DALI REAL ESTATE S.A.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,28854,03-FEB-2005,27-JAN-2006,15-JUL-2007,,Mossack Fonseca,57
10038449,entity,PULMAN ASSET MANAGEMENT CORP.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,PULMAN ASSET MANAGEMENT CORP.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,303236,18-JUN-1998,24-FEB-2003,18-FEB-2003,,Mossack Fonseca,003189
10038604,entity,KEHOE EQUITIES S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,KEHOE EQUITIES S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,306368,14-AUG-2000,23-APR-2002,14-APR-2002,,Mossack Fonseca,006780
10038640,entity,RAVEL INVEST S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,RAVEL INVEST S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,304897,30-SEP-1999,01-JUN-2001,31-MAY-2001,,Mossack Fonseca,005051
10038748,entity,SYRAFLEUR REAL ESTATE CORP.,Panama Papers,Monaco,MCO,PMA,Panama,Defaulted,The Panama Papers data is current through 2015,,SYRAFLEUR REAL ESTATE CORP.,,BSI INTERNATIONAL PRIVATE BANKING S.A.M 1 AVENUE SAINT MICHEL 98000 MONACO MONACO,,26130,13-JUL-2004,08-APR-2010,15-JAN-2013,,Mossack Fonseca,66
10038817,entity,BUSSADA LTD.,Panama Papers,Switzerland,CHE,NIUE,Niue,Relocated in new jurisdiction,The Panama Papers data is current through 2015,,BUSSADA LTD.,,MICHELE ROMERIO TRUST FIRM CARABELLA  6582  PIANEZZO SWITZERLAND FIDROM@TICINO.COM,,308862,08-APR-2004,23-FEB-2007,08-DEC-2007,,Mossack Fonseca,009459
10038833,entity,KNOWLES ASSETS CORP.,Panama Papers,United Arab Emirates,ARE,PMA,Panama,Active,The Panama Papers data is current through 2015,,KNOWLES ASSETS CORP.,,MONFORT CAPITAL PARTNERS JLT JBC 5; OFFICE NR 3004 P.O.BOX 212442 JUMEIRAH LAKES TOWERS DUBAI; UAE,,28331,03-JAN-2005,,,,Mossack Fonseca,30
10038856,entity,OPHIR LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,OPHIR LTD.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,304962,13-OCT-1999,20-JAN-2003,13-JUN-2004,,Mossack Fonseca,005121
10038933,entity,BARETTE PROPERTIES S.A.,Panama Papers,Luxembourg,LUX,PMA,Panama,Resigned as agent,The Panama Papers data is current through 2015,,BARETTE PROPERTIES S.A.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,31266,26-MAY-2005,22-NOV-2012,15-JUL-2014,,Mossack Fonseca,8
10038936,entity,ASTOR S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,ASTOR S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,303711,04-JAN-1999,10-SEP-2002,04-SEP-2002,,Mossack Fonseca,003675
10038988,entity,SENTIS LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,SENTIS LTD.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,307246,09-JUL-2001,,09-MAR-2008,,Mossack Fonseca,007799
10039081,entity,NANDO INC.,Panama Papers,Panama,PAN,PMA,Panama,Defaulted,The Panama Papers data is current through 2015,,NANDO INC.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,28253,04-JAN-2005,17-JUL-2009,15-JUL-2009,,Mossack Fonseca,0
10039179,entity,WORLD LINER INC.,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,WORLD LINER INC.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,305227,16-DEC-1999,27-DEC-2006,16-AUG-2007,,Mossack Fonseca,005459
10039304,entity,KEVIN PROMOTION CORP.,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,KEVIN PROMOTION CORP.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,305402,19-JAN-2000,14-DEC-2006,19-SEP-2007,,Mossack Fonseca,005661
10039324,entity,EDSON INTERNATIONAL LIMITED,Panama Papers,United Kingdom,GBR,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,EDSON INTERNATIONAL LIMITED,,HOLLINGWORTH CONSULTANTS LTD. PARKVIEW HOUSE BUCCLEUCH ROAD HAWICK; ROXBURGHSHIRE SCOTLAND; TD9 0EL,,300871,01-APR-1996,03-DEC-1999,01-DEC-1999,,Mossack Fonseca,000858
10039458,entity,CLAYSEA INC.,Panama Papers,Panama,PAN,PMA,Panama,Defaulted,The Panama Papers data is current through 2015,,CLAYSEA INC.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,33445,25-AUG-2005,19-JAN-2009,15-JAN-2009,,Mossack Fonseca,71
10039630,entity,COMPANY SERVICES S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,COMPANY SERVICES S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,304395,11-JUN-1999,16-FEB-2002,11-FEB-2002,,Mossack Fonseca,004433
10039660,entity,G.A.T.E.S. INC.,Panama Papers,United Arab Emirates,ARE,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,G.A.T.E.S. INC.,,HELENE MATHIEU  LEGAL CONSULTANTS OFFICE 2103; ONTARIO TOWER A'AMAL STREET BUSINESS BAY (OPPOSITE THE OBEROI HOTEL) DUBAI; U.A.E.,,305917,25-APR-2000,27-DEC-2005,25-DEC-2005,,Mossack Fonseca,006253
10039753,entity,SEPHIR S.A.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,SEPHIR S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,307766,04-JUL-2002,05-MAR-2004,04-MAR-2004,,Mossack Fonseca,008432
10039791,entity,SOFIDEC COMPANY LIMITED,Panama Papers,Spain,ESP,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,SOFIDEC COMPANY LIMITED,,LEXINTER ABOGADOS C/ Caracas 6 - Esc. post. - 1° Dcha E - 28010 MADRID ESPAÑA,,301145,23-JUL-1996,18-MAY-2006,23-MAR-2007,,Mossack Fonseca,001127
10039926,entity,FLORIN INVESTMENTS LIMITED,Panama Papers,Guernsey,GGY,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,FLORIN INVESTMENTS LIMITED,,SARNIA MANAGEMENT CORPORATION LIMITED HIRZEL HOUSE; SMITH STREET; PO BOX 263 ST. PETER PORT GY1 2NG; GUERNSEY UNITED KINGDOM,,303775,04-JAN-1999,08-SEP-2003,04-SEP-2003,,Mossack Fonseca,003731
10039965,entity,LANCETT CORPORATION,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,LANCETT CORPORATION,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,303906,28-JAN-1999,30-SEP-2005,28-SEP-2005,,Mossack Fonseca,003857
10040018,entity,GOLDEN DRAGON MANAGEMENT CORP.,Panama Papers,Switzerland,CHE,PMA,Panama,Changed agent,The Panama Papers data is current through 2015,,GOLDEN DRAGON MANAGEMENT CORP.,,"CAREY NOVA SA QUAI DES BERGUES, 23 1201 GENEVE  SWITZERLAND",,31025,12-MAY-2005,30-JUN-2008,15-JUL-2009,,Mossack Fonseca,99
10040218,entity,DOWBRIDGE S.A.,Panama Papers,Panama,PAN,PMA,Panama,Defaulted,The Panama Papers data is current through 2015,,DOWBRIDGE S.A.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,35909,05-JAN-2006,16-JUL-2008,15-JUL-2008,,Mossack Fonseca,99
10040718,entity,WARI TRADING CORPORATION,Panama Papers,Bahamas,BHS,PMA,Panama,Defaulted,The Panama Papers data is current through 2015,,WARI TRADING CORPORATION,,MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**,,31195,26-MAY-2005,19-JUL-2007,15-JUL-2007,,Mossack Fonseca,38
10040736,entity,CINDERELLA ENTERPRISES INC.,Panama Papers,Luxembourg,LUX,PMA,Panama,Dissolved,The Panama Papers data is current through 2015,,CINDERELLA ENTERPRISES INC.,,INTERINVEST S.A. EUROPEAN BANK AND BUSINESS CENTER; BÂTIMENT B-1ER ÉTAGE 6B; ROUTE DE TREVES L-2633; SENNINGERBERG LUXEMBOURG,,30829,19-MAY-2005,31-JAN-2013,15-JUL-2014,,Mossack Fonseca,48
10040831,entity,DENVER FINANCE LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Relocated in new jurisdiction,The Panama Papers data is current through 2015,,DENVER FINANCE LTD.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,304892,30-SEP-1999,12-JUL-2007,31-MAY-2007,,Mossack Fonseca,005046
10040922,entity,DENVER S.A.,Panama Papers,Isle of Man,IMN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,DENVER S.A.,,"DENVER S.A. TREISHT HOUSE VICTORIA ROAD,DOUGLAS ISLE OF MAN IM2 4RW BRITISH ISLES *S.I.*",,304696,26-AUG-1999,02-MAY-2003,26-APR-2003,,Mossack Fonseca,004790
10040960,entity,ORDAN LIMITED,Panama Papers,United Kingdom,GBR,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,ORDAN LIMITED,,"MOSSACK FONSECA & CO. (U.K.) LIMITED INVISION HOUSE WILBURY WAY, HITCHIN HERTFORDSHIRE SG4 OTW UNITED KINGDOM",,305044,02-NOV-1999,27-DEC-2006,02-JUL-2007,,Mossack Fonseca,005234
10040978,entity,ANGEYA S.A.,Panama Papers,Luxembourg,LUX,PMA,Panama,Changed agent,The Panama Papers data is current through 2015,,ANGEYA S.A.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,31237,30-MAY-2005,23-JAN-2006,15-JUL-2007,,Mossack Fonseca,36
10041025,entity,GUANGZHOU KAI TIAN SPORT TOOL FACTORY LIMITED,Panama Papers,Hong Kong,HKG,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,GUANGZHOU KAI TIAN SPORT TOOL FACTORY LIMITED,,"C.F. CHEUNG & CO. 19TH FLOOR, CAMERON COMMERCIAL CENTRE 468 HENNESSY ROAD CAUSEWAY BAY HONG KONG",,305949,04-MAY-2000,12-JUL-2006,04-JAN-2007,,Mossack Fonseca,006299
10041063,entity,CARLSBURG MARITIME INC.,Panama Papers,Switzerland,CHE,PMA,Panama,Active,The Panama Papers data is current through 2015,,CARLSBURG MARITIME INC.,,HORIZON INVESTMENT S.A. RUE DE HOLLANDE; 4  1204; GENEVA SWITZERLAND,,32953,18-JUL-2005,,,,Mossack Fonseca,7
10041106,entity,Interact Offshore S.A.,Panama Papers,Lebanon,LBN,PMA,Panama,Active,The Panama Papers data is current through 2015,,Interact Offshore S.A.,,ARAYGI & MAALOULY HORCH TABET; ST GEORGE CTR.; 5TH FLOOR P.O. BOX 55552 BEIRUT - LEBANON,,30630,10-MAY-2005,,,,Mossack Fonseca,91
10041349,entity,CAMBERLEY HOLDINGS LTD.,Panama Papers,Panama,PAN,NIUE,Niue,Shelf company,The Panama Papers data is current through 2015,,CAMBERLEY HOLDINGS LTD.,,"MOSSACK FONSECA & CO. MOSSFON BUILDING CALLE 54 ESTE PANAMA, REPUBLICA DE PANAMA",,308488,15-OCT-2003,,15-JUN-2005,,Mossack Fonseca,009150
10041350,entity,GLOBALNET LIMITED,Panama Papers,Hong Kong,HKG,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,GLOBALNET LIMITED,,ASIA BUSINESS SECRETARIAL 16/F; TAK SHING HOUSE; THEATRE LANE; 20 DES VOEUX ROAD CENTRAL; HONG KONG **S.I.**,,308496,22-OCT-2003,02-FEB-2007,22-JUN-2007,,Mossack Fonseca,009157
10041380,entity,VALERIANE BUSINESS INC.,Panama Papers,Panama,PAN,PMA,Panama,Defaulted,The Panama Papers data is current through 2015,,VALERIANE BUSINESS INC.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,37207,21-MAR-2006,18-JUL-2012,15-JUL-2012,,Mossack Fonseca,83
10041473,entity,SELINE HOLDINGS S.A.,Panama Papers,Switzerland,CHE,PMA,Panama,Dissolved,The Panama Papers data is current through 2015,,SELINE HOLDINGS S.A.,,HSBC PRIVATE BANK (SUISSE) S.A. QUAI GENERAL GUISAN; 2 CP 3580 GENEVE 1211; GENEVA SWITZERLAND,,31609,09-JUN-2005,01-AUG-2014,15-JUL-2015,,Mossack Fonseca,80
10041476,entity,NIVISON HOLDINGS INCORPORATED,Panama Papers,Isle of Man,IMN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,NIVISON HOLDINGS INCORPORATED,,PRIVILEGE MANAGEMENT SERVICES LIMITED EAST LOUGHAN; BRETNEY ROAD JURBY EAST  IM7 3EZ; RAMSEY ISLE OF MAN,,307758,03-JUL-2002,07-JUN-2005,03-MAR-2006,,Mossack Fonseca,008428
10041559,entity,GREATINVEST INC.,Panama Papers,Switzerland,CHE,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,GREATINVEST INC.,,HIRSCH & CIE RUE DU GRAND-CHENE 6 1003 LAUSANNE SWITZERLAND,,303355,04-AUG-1998,04-APR-2003,04-APR-2003,,Mossack Fonseca,003308
10041934,entity,INTERNATIONAL COSTA TOURS LTD.,Panama Papers,Switzerland,CHE,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,INTERNATIONAL COSTA TOURS LTD.,,"MF LLC - MF COMPANY INFORMATION & REGISTRATION LLC,  MOSSACK FONSECA & CO. (ZURICH) A.G. BAHNHOFSTRASSE 37 8001 ZURICH SWITZERLAND",,307887,10-DEC-2002,08-OCT-2003,10-AUG-2004,,Mossack Fonseca,008584
10041951,entity,JAAS TEAM INC.,Panama Papers,Luxembourg,LUX,PMA,Panama,Changed agent,The Panama Papers data is current through 2015,,JAAS TEAM INC.,,BANQUE SAFRA-LUXEMBOURG S.A. 10A BOULEVARD JOSEPH II L-1840 LUXEMBOURG  GRAND-DUCHÉ DE LUXEMBOURG ATTENTION: CMO DEPARTMENT *S.I.*,,32027,21-JUL-2005,27-MAR-2006,15-JAN-2008,,Mossack Fonseca,90
10042233,entity,SHINE FINANCE INC.,Panama Papers,United Kingdom,GBR,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,SHINE FINANCE INC.,,HOLLINGWORTH CONSULTANTS LTD. PARKVIEW HOUSE BUCCLEUCH ROAD HAWICK; ROXBURGHSHIRE SCOTLAND; TD9 0EL,,300222,10-APR-1995,12-DEC-2001,10-DEC-2001,,Mossack Fonseca,000220
10042349,entity,CERTAINE LIMITED,Panama Papers,Panama,PAN,NIUE,Niue,Inactivated,The Panama Papers data is current through 2015,,CERTAINE LIMITED,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,308650,07-JAN-2004,14-DEC-2006,07-SEP-2007,,Mossack Fonseca,009284
10042355,entity,DARTLEY INC.,Panama Papers,Panama,PAN,NIUE,Niue,Defaulted,The Panama Papers data is current through 2015,,DARTLEY INC.,,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,,302972,23-MAR-1998,03-DEC-1999,23-NOV-1999,,Mossack Fonseca,002926
10042392,entity,NORTHGATE INTERNATIONAL CORP.,Panama Papers,Switzerland,CHE,PMA,Panama,Active,The Panama Papers data is current through 2015,,NORTHGATE INTERNATIONAL CORP.,,"MFT SERVICES SA CASE POSTALE 5235 1211 GENEVE 11,  SWITZERLAND",,34419,05-OCT-2005,,,,Mossack Fonseca,80
10042521,entity,CAPITAL MARKETS ADVISORS INC.,Panama Papers,Portugal,PRT,PMA,Panama,Dissolved,The Panama Papers data is current through 2015,,CAPITAL MARKETS ADVISORS INC.,,TPM TAX PLANNING MANAGEMENT COMPANY LDA. AVENIDA ARRIAGA; N.º 30 - 1º ANDAR; LETRA A FUNCHAL 9000-064; MADEIRA PORTUGAL,,32962,08-AUG-2005,24-MAY-2011,15-JAN-2014,,Mossack Fonseca,34
