transaction_key,account_key,secondary_account_key,transaction_type_code,country_code_2,currency_code,counterparty_account_key,branch_key,sub_account_key,amount,transaction_ts
TXN-EXT-900001662,ACCT-00139,NA,30,US,USD,CP-701662,NA,,11516.67,2025-04-24T12:41:47Z
TXN-EXT-900001663,ACCT-00139,NA,40,US,USD,CP-701663,NA,,6410.46,2025-04-17T08:14:18Z
TXN-EXT-900001664,ACCT-00139,NA,30,US,USD,CP-701664,NA,,6013.01,2025-04-29T15:34:50Z
TXN-EXT-900001665,ACCT-00139,NA,30,US,USD,CP-701665,NA,,9021.31,2025-04-16T01:25:24Z
TXN-EXT-900001666,ACCT-00140,NA,30,US,USD,CP-701666,NA,,8534.04,2025-04-03T05:35:25Z
TXN-EXT-900001667,ACCT-00140,NA,10,PM,USD,CP-701667,NA,,54603.50,2025-04-27T20:05:39Z
TXN-EXT-900001668,ACCT-00141,NA,40,US,USD,CP-701668,NA,,2604.78,2025-04-29T21:56:10Z
TXN-EXT-900001669,ACCT-00142,NA,40,US,USD,CP-701669,NA,,1941.28,2025-04-07T12:19:30Z
TXN-EXT-900001670,ACCT-00142,NA,20,TF,USD,CP-701670,NA,,117405.96,2025-04-22T13:12:56Z
TXN-EXT-900001671,ACCT-00142,NA,20,FM,USD,CP-701671,NA,,98561.21,2025-04-06T19:54:24Z
TXN-EXT-900001672,ACCT-00143,NA,40,US,USD,CP-701672,NA,,7391.10,2025-04-30T23:44:26Z
TXN-EXT-900001673,ACCT-00143,NA,20,UA,USD,CP-701673,NA,,57680.98,2025-04-29T06:57:10Z
TXN-EXT-900001674,ACCT-00143,NA,30,US,USD,CP-701674,NA,,6738.51,2025-04-26T18:25:08Z
TXN-EXT-900001675,ACCT-00143,NA,20,GD,USD,CP-701675,NA,,96112.18,2025-04-13T13:42:51Z
TXN-EXT-900001676,ACCT-00143,NA,30,US,USD,CP-701676,NA,,3351.44,2025-04-02T10:14:51Z
TXN-EXT-900001677,ACCT-00143,NA,30,US,USD,CP-701677,NA,,5443.29,2025-04-24T23:23:21Z
TXN-EXT-900001678,ACCT-00145,NA,10,LY,USD,CP-701678,NA,,130415.31,2025-04-07T23:01:29Z
TXN-EXT-900001679,ACCT-00147,NA,40,US,USD,CP-701679,NA,,20407.14,2025-04-16T00:35:35Z
TXN-EXT-900001680,ACCT-00148,NA,30,US,USD,CP-701680,NA,,3183.56,2025-04-10T18:11:19Z
TXN-EXT-900001681,ACCT-00149,NA,30,US,USD,CP-701681,NA,,7911.54,2025-04-23T05:56:19Z
TXN-EXT-900001682,ACCT-00150,NA,40,US,USD,CP-701682,NA,,9141.36,2025-04-04T00:38:55Z
TXN-EXT-900001683,ACCT-00150,NA,10,CI,USD,CP-701683,NA,,95006.40,2025-04-30T08:10:56Z
TXN-EXT-900001684,ACCT-00150,NA,10,AO,USD,CP-701684,NA,,28884.45,2025-04-17T13:35:12Z
TXN-EXT-900001685,ACCT-00150,NA,30,US,USD,CP-701685,NA,,14837.61,2025-04-23T11:33:42Z
TXN-EXT-900001686,ACCT-00150,NA,40,US,USD,CP-701686,NA,,15235.95,2025-04-19T06:25:01Z
TXN-EXT-900001687,ACCT-00150,NA,40,US,USD,CP-701687,NA,,7467.60,2025-04-15T05:14:49Z
TXN-EXT-900001688,ACCT-00152,NA,20,GQ,USD,CP-701688,NA,,131873.02,2025-04-27T14:21:55Z
TXN-EXT-900001689,ACCT-00156,NA,40,US,USD,CP-701689,NA,,15960.84,2025-04-16T13:47:57Z
TXN-EXT-900001690,ACCT-00156,NA,30,US,USD,CP-701690,NA,,16610.17,2025-04-04T14:39:34Z
TXN-EXT-900001691,ACCT-00156,NA,10,KG,USD,CP-701691,NA,,127503.19,2025-04-29T10:21:28Z
TXN-EXT-900001692,ACCT-00156,NA,40,US,USD,CP-701692,NA,,17043.75,2025-04-27T11:04:42Z
TXN-EXT-900001693,ACCT-00158,NA,40,US,USD,CP-701693,NA,,16352.55,2025-04-03T20:23:05Z
TXN-EXT-900001694,ACCT-00158,NA,40,US,USD,CP-701694,NA,,1801.21,2025-04-25T20:09:36Z
TXN-EXT-900001695,ACCT-00158,NA,40,US,USD,CP-701695,NA,,1697.56,2025-04-07T14:34:25Z
TXN-EXT-900001696,ACCT-00159,NA,30,US,USD,CP-701696,NA,,18715.41,2025-04-24T10:53:51Z
TXN-EXT-900001697,ACCT-00159,NA,20,GE,USD,CP-701697,NA,,88857.00,2025-04-22T13:53:23Z
TXN-EXT-900001698,ACCT-00159,NA,20,SK,USD,CP-701698,NA,,136668.34,2025-04-28T21:02:17Z
TXN-EXT-900001699,ACCT-00159,NA,10,PH,USD,CP-701699,NA,,24960.45,2025-04-08T12:52:32Z
TXN-EXT-900001700,ACCT-00159,NA,10,GB,USD,CP-701700,NA,,120974.91,2025-04-09T01:26:25Z
TXN-EXT-900001701,ACCT-00160,NA,10,DZ,USD,CP-701701,NA,,24626.47,2025-04-28T06:03:00Z
TXN-EXT-900001702,ACCT-00160,NA,30,US,USD,CP-701702,NA,,7138.53,2025-04-28T23:49:00Z
TXN-EXT-900001703,ACCT-00160,NA,30,US,USD,CP-701703,NA,,7872.05,2025-04-14T23:49:11Z
TXN-EXT-900001704,ACCT-00160,NA,10,IR,USD,CP-701704,NA,,55767.98,2025-04-01T19:59:31Z
TXN-EXT-900001705,ACCT-00160,NA,10,BR,USD,CP-701705,NA,,60448.16,2025-04-10T12:43:03Z
TXN-EXT-900001706,ACCT-00160,NA,10,KR,USD,CP-701706,NA,,81661.34,2025-04-14T19:07:44Z
TXN-EXT-900001707,ACCT-00160,NA,10,BZ,USD,CP-701707,NA,,67756.13,2025-04-01T15:37:18Z
TXN-EXT-900001708,ACCT-00160,NA,40,US,USD,CP-701708,NA,,12400.50,2025-04-30T01:10:09Z
TXN-EXT-900001709,ACCT-00161,NA,30,US,USD,CP-701709,NA,,10625.77,2025-04-08T16:05:52Z
TXN-EXT-900001710,ACCT-00161,NA,30,US,USD,CP-701710,NA,,5968.75,2025-04-15T12:34:29Z
TXN-EXT-900001711,ACCT-00161,NA,30,US,USD,CP-701711,NA,,7861.54,2025-04-04T07:19:05Z
TXN-EXT-900001712,ACCT-00161,NA,30,US,USD,CP-701712,NA,,19445.80,2025-04-08T13:04:45Z
TXN-EXT-900001713,ACCT-00161,NA,10,NC,USD,CP-701713,NA,,33808.36,2025-04-27T02:32:15Z
TXN-EXT-900001714,ACCT-00162,NA,10,JP,USD,CP-701714,NA,,119628.78,2025-04-09T23:14:19Z
TXN-EXT-900001715,ACCT-00162,NA,30,US,USD,CP-701715,NA,,20001.23,2025-04-24T00:14:50Z
TXN-EXT-900001716,ACCT-00163,NA,10,MD,USD,CP-701716,NA,,107482.19,2025-04-22T11:35:21Z
TXN-EXT-900001717,ACCT-00165,NA,40,US,USD,CP-701717,NA,,5494.68,2025-04-24T17:00:57Z
TXN-EXT-900001718,ACCT-00166,NA,40,US,USD,CP-701718,NA,,3304.23,2025-04-04T17:33:41Z
TXN-EXT-900001719,ACCT-00166,NA,10,CC,USD,CP-701719,NA,,89474.68,2025-04-22T13:28:07Z
TXN-EXT-900001720,ACCT-00167,NA,20,IT,USD,CP-701720,NA,,125322.26,2025-04-30T13:12:10Z
TXN-EXT-900001721,ACCT-00167,NA,30,US,USD,CP-701721,NA,,2724.29,2025-04-04T00:57:26Z
TXN-EXT-900001722,ACCT-00167,NA,10,GF,USD,CP-701722,NA,,85514.16,2025-04-14T13:58:50Z
TXN-EXT-900001723,ACCT-00168,NA,10,NF,USD,CP-701723,NA,,45924.85,2025-04-23T09:28:26Z
TXN-EXT-900001724,ACCT-00168,NA,20,YT,USD,CP-701724,NA,,33552.42,2025-04-11T18:32:43Z
TXN-EXT-900001725,ACCT-00169,NA,30,US,USD,CP-701725,NA,,20801.16,2025-04-23T14:27:01Z
TXN-EXT-900001726,ACCT-00169,NA,10,KW,USD,CP-701726,NA,,22828.08,2025-04-13T20:29:51Z
TXN-EXT-900001727,ACCT-00169,NA,10,TT,USD,CP-701727,NA,,35344.35,2025-04-16T03:57:43Z
TXN-EXT-900001728,ACCT-00169,NA,10,JM,USD,CP-701728,NA,,87504.05,2025-04-01T02:05:44Z
TXN-EXT-900001729,ACCT-00170,NA,20,TO,USD,CP-701729,NA,,49525.53,2025-04-24T09:49:18Z
TXN-EXT-900001730,ACCT-00170,NA,10,JO,USD,CP-701730,NA,,45180.45,2025-04-30T04:45:52Z
TXN-EXT-900001731,ACCT-00170,NA,40,US,USD,CP-701731,NA,,9997.63,2025-04-29T02:44:55Z
TXN-EXT-900001732,ACCT-00170,NA,30,US,USD,CP-701732,NA,,6985.57,2025-04-07T23:35:52Z
TXN-EXT-900001733,ACCT-00170,NA,10,AW,USD,CP-701733,NA,,72162.47,2025-04-02T08:36:18Z
TXN-EXT-900001734,ACCT-00170,NA,10,GW,USD,CP-701734,NA,,68684.18,2025-04-17T01:11:32Z
TXN-EXT-900001735,ACCT-00170,NA,40,US,USD,CP-701735,NA,,14853.42,2025-04-03T05:31:07Z
TXN-EXT-900001736,ACCT-00171,NA,40,US,USD,CP-701736,NA,,7496.52,2025-04-17T00:32:56Z
TXN-EXT-900001737,ACCT-00172,NA,40,US,USD,CP-701737,NA,,9407.55,2025-04-16T09:19:14Z
TXN-EXT-900001738,ACCT-00173,NA,30,US,USD,CP-701738,NA,,12414.04,2025-04-02T06:35:21Z
TXN-EXT-900001739,ACCT-00173,NA,30,US,USD,CP-701739,NA,,5034.07,2025-04-29T12:35:35Z
TXN-EXT-900001740,ACCT-00173,NA,40,US,USD,CP-701740,NA,,18182.93,2025-04-05T14:59:45Z
TXN-EXT-900001741,ACCT-00173,NA,10,TC,USD,CP-701741,NA,,133861.64,2025-04-16T17:03:16Z
TXN-EXT-900001742,ACCT-00173,NA,30,US,USD,CP-701742,NA,,11600.32,2025-04-09T00:26:32Z
TXN-EXT-900001743,ACCT-00173,NA,10,BJ,USD,CP-701743,NA,,46654.99,2025-04-01T15:01:22Z
TXN-EXT-900001744,ACCT-00175,NA,30,US,USD,CP-701744,NA,,17753.22,2025-04-15T07:33:47Z
TXN-EXT-900001745,ACCT-00176,NA,30,US,USD,CP-701745,NA,,19189.68,2025-04-09T06:09:02Z
TXN-EXT-900001746,ACCT-00179,NA,40,US,USD,CP-701746,NA,,9750.06,2025-04-11T18:08:40Z
TXN-EXT-900001747,ACCT-00179,NA,20,BL,USD,CP-701747,NA,,22301.86,2025-04-28T19:54:26Z
TXN-EXT-900001748,ACCT-00179,NA,30,US,USD,CP-701748,NA,,1040.32,2025-04-15T01:58:55Z
TXN-EXT-900001749,ACCT-00180,NA,10,TL,USD,CP-701749,NA,,115497.77,2025-04-08T10:42:02Z
TXN-EXT-900001750,ACCT-00180,NA,40,US,USD,CP-701750,NA,,12021.81,2025-04-28T12:48:08Z
TXN-EXT-900001751,ACCT-00180,NA,20,NO,USD,CP-701751,NA,,18718.92,2025-04-08T03:05:05Z
TXN-EXT-900001752,ACCT-00180,NA,40,US,USD,CP-701752,NA,,24646.21,2025-04-21T10:25:51Z
TXN-EXT-900001753,ACCT-00180,NA,10,VA,USD,CP-701753,NA,,100558.69,2025-04-05T17:00:43Z
TXN-EXT-900001754,ACCT-00180,NA,40,US,USD,CP-701754,NA,,21470.15,2025-04-02T18:00:44Z
TXN-EXT-900001755,ACCT-00181,NA,30,US,USD,CP-701755,NA,,14510.55,2025-04-29T01:58:03Z
TXN-EXT-900001756,ACCT-00181,NA,20,FM,USD,CP-701756,NA,,67279.53,2025-04-25T09:41:43Z
TXN-EXT-900001757,ACCT-00181,NA,20,KH,USD,CP-701757,NA,,36647.14,2025-04-01T17:55:28Z
TXN-EXT-900001758,ACCT-00181,NA,10,GH,USD,CP-701758,NA,,30502.71,2025-04-16T12:44:10Z
TXN-EXT-900001759,ACCT-00182,NA,20,KI,USD,CP-701759,NA,,107854.42,2025-04-29T12:12:20Z
TXN-EXT-900001760,ACCT-00184,NA,20,LV,USD,CP-701760,NA,,48966.85,2025-04-01T19:11:34Z
TXN-EXT-900001761,ACCT-00186,NA,10,BG,USD,CP-701761,NA,,123166.11,2025-04-06T13:28:06Z
TXN-EXT-900001762,ACCT-00187,NA,10,BI,USD,CP-701762,NA,,35496.43,2025-04-23T08:06:11Z
TXN-EXT-900001763,ACCT-00187,NA,40,US,USD,CP-701763,NA,,2154.28,2025-04-27T04:05:59Z
TXN-EXT-900001764,ACCT-00188,NA,20,DZ,USD,CP-701764,NA,,55140.01,2025-04-06T11:06:33Z
TXN-EXT-900001765,ACCT-00188,NA,20,SH,USD,CP-701765,NA,,140779.46,2025-04-28T11:23:46Z
TXN-EXT-900001766,ACCT-00188,NA,40,US,USD,CP-701766,NA,,17959.57,2025-04-12T03:17:53Z
TXN-EXT-900001767,ACCT-00189,NA,20,TH,USD,CP-701767,NA,,57641.96,2025-04-23T16:57:01Z
TXN-EXT-900001768,ACCT-00189,NA,40,US,USD,CP-701768,NA,,17183.69,2025-04-06T21:40:27Z
TXN-EXT-900001769,ACCT-00189,NA,10,BG,USD,CP-701769,NA,,75473.25,2025-04-05T18:36:07Z
TXN-EXT-900001770,ACCT-00189,NA,30,US,USD,CP-701770,NA,,5391.50,2025-04-04T15:19:44Z
TXN-EXT-900001771,ACCT-00189,NA,10,CW,USD,CP-701771,NA,,148692.94,2025-04-18T21:26:56Z
TXN-EXT-900001772,ACCT-00189,NA,10,CU,USD,CP-701772,NA,,90553.06,2025-04-01T07:15:38Z
TXN-EXT-900001773,ACCT-00189,NA,10,LS,USD,CP-701773,NA,,132461.39,2025-04-05T08:53:31Z
TXN-EXT-900001774,ACCT-00190,NA,10,VA,USD,CP-701774,NA,,45279.13,2025-04-04T18:15:15Z
TXN-EXT-900001775,ACCT-00190,NA,10,IR,USD,CP-701775,NA,,74703.86,2025-04-09T03:51:23Z
TXN-EXT-900001776,ACCT-00190,NA,20,KG,USD,CP-701776,NA,,130827.36,2025-04-21T16:38:22Z
TXN-EXT-900001777,ACCT-00190,NA,10,TN,USD,CP-701777,NA,,3718.86,2025-04-26T03:33:59Z
TXN-EXT-900001778,ACCT-00191,NA,10,CH,USD,CP-701778,NA,,50466.04,2025-04-09T00:11:00Z
TXN-EXT-900001779,ACCT-00191,NA,30,US,USD,CP-701779,NA,,18150.99,2025-04-14T12:47:18Z
TXN-EXT-900001780,ACCT-00191,NA,30,US,USD,CP-701780,NA,,979.21,2025-04-25T17:19:33Z
TXN-EXT-900001781,ACCT-00191,NA,20,PG,USD,CP-701781,NA,,40631.28,2025-04-02T07:41:40Z
TXN-EXT-900001782,ACCT-00191,NA,20,IR,USD,CP-701782,NA,,63099.51,2025-04-18T23:19:02Z
TXN-EXT-900001783,ACCT-00191,NA,20,FO,USD,CP-701783,NA,,68560.55,2025-04-19T14:05:08Z
TXN-EXT-900001784,ACCT-00191,NA,10,SV,USD,CP-701784,NA,,124989.84,2025-04-13T01:49:50Z
TXN-EXT-900001785,ACCT-00192,NA,30,US,USD,CP-701785,NA,,21708.23,2025-04-01T23:24:58Z
TXN-EXT-900001786,ACCT-00192,NA,10,MF,USD,CP-701786,NA,,29955.43,2025-04-08T13:57:25Z
TXN-EXT-900001787,ACCT-00192,NA,40,US,USD,CP-701787,NA,,8035.73,2025-04-12T09:53:16Z
TXN-EXT-900001788,ACCT-00192,NA,20,NA,USD,CP-701788,NA,,134780.74,2025-04-21T16:40:40Z
TXN-EXT-900001789,ACCT-00192,NA,30,US,USD,CP-701789,NA,,14343.25,2025-04-22T14:47:55Z
TXN-EXT-900001790,ACCT-00192,NA,40,US,USD,CP-701790,NA,,21823.27,2025-04-10T04:39:40Z
TXN-EXT-900001791,ACCT-00196,NA,10,ZA,USD,CP-701791,NA,,50437.23,2025-04-02T12:57:02Z
TXN-EXT-900001792,ACCT-00196,NA,40,US,USD,CP-701792,NA,,7953.66,2025-04-04T14:46:08Z
TXN-EXT-900001793,ACCT-00197,NA,40,US,USD,CP-701793,NA,,10228.15,2025-04-09T08:58:37Z
TXN-EXT-900001794,ACCT-00197,NA,10,MD,USD,CP-701794,NA,,8524.23,2025-04-15T23:56:46Z
TXN-EXT-900001795,ACCT-00199,NA,10,CR,USD,CP-701795,NA,,656.54,2025-04-27T03:08:54Z
TXN-EXT-900001796,ACCT-00199,NA,30,US,USD,CP-701796,NA,,11147.69,2025-04-27T02:25:26Z
TXN-EXT-900001797,ACCT-00199,NA,20,FJ,USD,CP-701797,NA,,65605.09,2025-04-27T06:21:06Z
TXN-EXT-900001798,ACCT-00199,NA,40,US,USD,CP-701798,NA,,20037.04,2025-04-29T01:11:11Z
TXN-EXT-900001799,ACCT-00199,NA,30,US,USD,CP-701799,NA,,13407.10,2025-04-04T08:23:54Z
TXN-EXT-900001800,ACCT-00200,NA,40,US,USD,CP-701800,NA,,18390.67,2025-04-23T23:30:05Z
TXN-EXT-900001801,ACCT-00200,NA,40,US,USD,CP-701801,NA,,16600.23,2025-04-26T02:08:21Z
TXN-EXT-900001802,ACCT-00200,NA,10,PK,USD,CP-701802,NA,,106467.98,2025-04-02T12:54:03Z
TXN-EXT-900001803,ACCT-00200,NA,40,US,USD,CP-701803,NA,,9749.30,2025-04-01T21:45:00Z
TXN-EXT-900001804,ACCT-00200,NA,20,SL,USD,CP-701804,NA,,13382.71,2025-04-27T20:22:42Z
TXN-EXT-900001805,ACCT-00200,NA,40,US,USD,CP-701805,NA,,12898.97,2025-04-15T07:08:49Z
TXN-EXT-900001806,ACCT-00001,NA,40,US,USD,CP-701806,NA,,3253.83,2025-05-13T10:58:02Z
TXN-EXT-900001807,ACCT-00001,NA,20,AW,USD,CP-701807,NA,,138649.82,2025-05-12T09:33:20Z
TXN-EXT-900001808,ACCT-00001,NA,40,US,USD,CP-701808,NA,,5571.22,2025-05-22T10:04:51Z
TXN-EXT-900001809,ACCT-00001,NA,20,RS,USD,CP-701809,NA,,17475.88,2025-05-06T02:16:27Z
TXN-EXT-900001810,ACCT-00002,NA,40,US,USD,CP-701810,NA,,13804.58,2025-05-10T01:55:47Z
TXN-EXT-900001811,ACCT-00002,NA,20,MQ,USD,CP-701811,NA,,100376.22,2025-05-02T09:52:41Z
TXN-EXT-900001812,ACCT-00002,NA,10,HN,USD,CP-701812,NA,,15645.43,2025-05-06T21:53:40Z
TXN-EXT-900001813,ACCT-00002,NA,10,GU,USD,CP-701813,NA,,81478.50,2025-05-11T06:28:45Z
TXN-EXT-900001814,ACCT-00004,NA,30,US,USD,CP-701814,NA,,17551.06,2025-05-15T03:27:58Z
TXN-EXT-900001815,ACCT-00005,NA,10,NU,USD,CP-701815,NA,,119457.56,2025-05-06T21:04:20Z
TXN-EXT-900001816,ACCT-00005,NA,30,US,USD,CP-701816,NA,,256.54,2025-05-13T03:01:36Z
TXN-EXT-900001817,ACCT-00005,NA,10,PY,USD,CP-701817,NA,,77463.34,2025-05-26T20:24:14Z
TXN-EXT-900001818,ACCT-00006,NA,20,BQ,USD,CP-701818,NA,,74399.83,2025-05-09T21:59:19Z
TXN-EXT-900001819,ACCT-00007,NA,40,US,USD,CP-701819,NA,,19980.54,2025-05-28T20:50:17Z
TXN-EXT-900001820,ACCT-00007,NA,20,TT,USD,CP-701820,NA,,22583.92,2025-05-31T19:10:35Z
TXN-EXT-900001821,ACCT-00007,NA,20,GM,USD,CP-701821,NA,,13260.63,2025-05-09T21:51:40Z
TXN-EXT-900001822,ACCT-00008,NA,40,US,USD,CP-701822,NA,,20129.36,2025-05-25T20:39:29Z
TXN-EXT-900001823,ACCT-00008,NA,40,US,USD,CP-701823,NA,,17858.49,2025-05-03T11:58:18Z
TXN-EXT-900001824,ACCT-00008,NA,30,US,USD,CP-701824,NA,,3284.43,2025-05-26T09:18:00Z
TXN-EXT-900001825,ACCT-00008,NA,20,VC,USD,CP-701825,NA,,131027.17,2025-05-22T12:57:38Z
TXN-EXT-900001826,ACCT-00009,NA,30,US,USD,CP-701826,NA,,1774.09,2025-05-12T00:43:35Z
TXN-EXT-900001827,ACCT-00009,NA,10,GR,USD,CP-701827,NA,,16303.36,2025-05-11T20:36:25Z
TXN-EXT-900001828,ACCT-00009,NA,30,US,USD,CP-701828,NA,,2806.50,2025-05-01T16:06:24Z
TXN-EXT-900001829,ACCT-00009,NA,30,US,USD,CP-701829,NA,,694.24,2025-05-13T23:59:53Z
TXN-EXT-900001830,ACCT-00010,NA,40,US,USD,CP-701830,NA,,22572.26,2025-05-28T15:32:03Z
TXN-EXT-900001831,ACCT-00010,NA,20,MT,USD,CP-701831,NA,,130523.32,2025-05-31T15:59:08Z
TXN-EXT-900001832,ACCT-00010,NA,10,BA,USD,CP-701832,NA,,17291.39,2025-05-16T00:53:40Z
TXN-EXT-900001833,ACCT-00010,NA,40,US,USD,CP-701833,NA,,6988.66,2025-05-02T23:16:37Z
TXN-EXT-900001834,ACCT-00011,NA,40,US,USD,CP-701834,NA,,18429.37,2025-05-07T22:56:52Z
TXN-EXT-900001835,ACCT-00011,NA,20,MK,USD,CP-701835,NA,,2417.93,2025-05-07T01:25:23Z
TXN-EXT-900001836,ACCT-00011,NA,20,WF,USD,CP-701836,NA,,12785.25,2025-05-01T02:13:57Z
TXN-EXT-900001837,ACCT-00011,NA,10,SB,USD,CP-701837,NA,,133838.13,2025-05-22T23:59:02Z
TXN-EXT-900001838,ACCT-00011,NA,40,US,USD,CP-701838,NA,,4032.32,2025-05-12T21:46:18Z
TXN-EXT-900001839,ACCT-00012,NA,10,BG,USD,CP-701839,NA,,92928.74,2025-05-22T00:33:56Z
TXN-EXT-900001840,ACCT-00013,NA,30,US,USD,CP-701840,NA,,12988.97,2025-05-29T20:57:54Z
TXN-EXT-900001841,ACCT-00013,NA,40,US,USD,CP-701841,NA,,3798.66,2025-05-04T04:21:36Z
TXN-EXT-900001842,ACCT-00013,NA,30,US,USD,CP-701842,NA,,14688.48,2025-05-31T00:33:07Z
TXN-EXT-900001843,ACCT-00015,NA,30,US,USD,CP-701843,NA,,20053.64,2025-05-31T22:14:14Z
TXN-EXT-900001844,ACCT-00015,NA,40,US,USD,CP-701844,NA,,21637.77,2025-05-01T10:33:41Z
TXN-EXT-900001845,ACCT-00015,NA,40,US,USD,CP-701845,NA,,2582.22,2025-05-16T20:11:21Z
TXN-EXT-900001846,ACCT-00017,NA,20,CY,USD,CP-701846,NA,,30029.41,2025-05-02T22:15:37Z
TXN-EXT-900001847,ACCT-00018,NA,30,US,USD,CP-701847,NA,,5467.26,2025-05-21T19:57:46Z
TXN-EXT-900001848,ACCT-00018,NA,40,US,USD,CP-701848,NA,,251.26,2025-05-27T12:24:55Z
TXN-EXT-900001849,ACCT-00019,NA,40,US,USD,CP-701849,NA,,21074.66,2025-05-04T03:48:27Z
TXN-EXT-900001850,ACCT-00019,NA,40,US,USD,CP-701850,NA,,18887.96,2025-05-28T11:46:38Z
TXN-EXT-900001851,ACCT-00019,NA,10,CX,USD,CP-701851,NA,,19776.64,2025-05-18T19:38:02Z
TXN-EXT-900001852,ACCT-00019,NA,30,US,USD,CP-701852,NA,,4523.30,2025-05-02T02:48:47Z
TXN-EXT-900001853,ACCT-00019,NA,20,GD,USD,CP-701853,NA,,62625.13,2025-05-11T15:48:47Z
TXN-EXT-900001854,ACCT-00020,NA,30,US,USD,CP-701854,NA,,1224.32,2025-05-17T03:41:09Z
TXN-EXT-900001855,ACCT-00020,NA,40,US,USD,CP-701855,NA,,16949.22,2025-05-25T17:55:54Z
TXN-EXT-900001856,ACCT-00020,NA,30,US,USD,CP-701856,NA,,13456.26,2025-05-04T12:49:48Z
TXN-EXT-900001857,ACCT-00020,NA,10,PG,USD,CP-701857,NA,,30949.17,2025-05-14T19:32:29Z
TXN-EXT-900001858,ACCT-00020,NA,40,US,USD,CP-701858,NA,,19926.94,2025-05-30T17:48:43Z
TXN-EXT-900001859,ACCT-00021,NA,30,US,USD,CP-701859,NA,,23296.80,2025-05-03T12:10:02Z
TXN-EXT-900001860,ACCT-00021,NA,20,PY,USD,CP-701860,NA,,62639.45,2025-05-19T09:47:58Z
TXN-EXT-900001861,ACCT-00021,NA,10,YT,USD,CP-701861,NA,,19937.00,2025-05-12T07:49:20Z
TXN-EXT-900001862,ACCT-00021,NA,10,PH,USD,CP-701862,NA,,128765.35,2025-05-03T09:20:42Z
TXN-EXT-900001863,ACCT-00021,NA,20,CR,USD,CP-701863,NA,,29674.21,2025-05-20T06:47:37Z
TXN-EXT-900001864,ACCT-00022,NA,20,VA,USD,CP-701864,NA,,11519.17,2025-05-07T23:46:07Z
TXN-EXT-900001865,ACCT-00022,NA,20,HU,USD,CP-701865,NA,,12904.17,2025-05-11T10:36:47Z
TXN-EXT-900001866,ACCT-00022,NA,20,MV,USD,CP-701866,NA,,142277.94,2025-05-21T16:18:31Z
TXN-EXT-900001867,ACCT-00023,NA,40,US,USD,CP-701867,NA,,12563.11,2025-05-05T18:38:57Z
TXN-EXT-900001868,ACCT-00024,NA,10,AF,USD,CP-701868,NA,,36960.66,2025-05-25T03:00:13Z
TXN-EXT-900001869,ACCT-00025,NA,40,US,USD,CP-701869,NA,,24274.31,2025-05-21T12:16:46Z
TXN-EXT-900001870,ACCT-00025,NA,30,US,USD,CP-701870,NA,,7264.70,2025-05-22T17:01:22Z
TXN-EXT-900001871,ACCT-00025,NA,30,US,USD,CP-701871,NA,,15756.57,2025-05-28T04:17:20Z
TXN-EXT-900001872,ACCT-00025,NA,20,ME,USD,CP-701872,NA,,81171.67,2025-05-08T20:32:59Z
TXN-EXT-900001873,ACCT-00026,NA,40,US,USD,CP-701873,NA,,12129.21,2025-05-12T13:21:25Z
TXN-EXT-900001874,ACCT-00026,NA,10,GL,USD,CP-701874,NA,,135982.87,2025-05-26T01:42:08Z
TXN-EXT-900001875,ACCT-00027,NA,10,PN,USD,CP-701875,NA,,139266.98,2025-05-03T01:48:30Z
TXN-EXT-900001876,ACCT-00027,NA,10,SS,USD,CP-701876,NA,,42470.15,2025-05-08T15:15:04Z
TXN-EXT-900001877,ACCT-00027,NA,20,LA,USD,CP-701877,NA,,81257.08,2025-05-09T03:24:52Z
TXN-EXT-900001878,ACCT-00027,NA,20,ML,USD,CP-701878,NA,,54336.43,2025-05-18T06:11:39Z
TXN-EXT-900001879,ACCT-00027,NA,10,SD,USD,CP-701879,NA,,131157.86,2025-05-30T17:39:01Z
TXN-EXT-900001880,ACCT-00029,NA,40,US,USD,CP-701880,NA,,11780.60,2025-05-28T19:20:11Z
TXN-EXT-900001881,ACCT-00030,NA,40,US,USD,CP-701881,NA,,8687.69,2025-05-28T16:44:08Z
TXN-EXT-900001882,ACCT-00030,NA,10,TW,USD,CP-701882,NA,,149737.76,2025-05-17T16:46:02Z
TXN-EXT-900001883,ACCT-00030,NA,20,MG,USD,CP-701883,NA,,130340.24,2025-05-29T05:06:29Z
TXN-EXT-900001884,ACCT-00030,NA,20,GP,USD,CP-701884,NA,,61185.42,2025-05-24T16:05:24Z
TXN-EXT-900001885,ACCT-00030,NA,30,US,USD,CP-701885,NA,,5593.50,2025-05-28T06:10:57Z
TXN-EXT-900001886,ACCT-00030,NA,30,US,USD,CP-701886,NA,,23073.59,2025-05-08T02:16:23Z
TXN-EXT-900001887,ACCT-00032,NA,40,US,USD,CP-701887,NA,,21636.08,2025-05-20T14:41:49Z
TXN-EXT-900001888,ACCT-00033,NA,20,PN,USD,CP-701888,NA,,60629.87,2025-05-18T19:34:34Z
TXN-EXT-900001889,ACCT-00033,NA,10,DJ,USD,CP-701889,NA,,104837.12,2025-05-22T12:46:22Z
TXN-EXT-900001890,ACCT-00034,NA,40,US,USD,CP-701890,NA,,18302.85,2025-05-26T07:04:01Z
TXN-EXT-900001891,ACCT-00034,NA,40,US,USD,CP-701891,NA,,3212.05,2025-05-15T08:39:25Z
